2024-09-16 08:59:52,243 INFO    StreamThr :221640 [internal.py:wandb_internal():87] W&B internal server running at pid: 221640, started at: 2024-09-16 08:59:52.243511
2024-09-16 08:59:52,245 DEBUG   HandlerThread:221640 [handler.py:handle_request():144] handle_request: status
2024-09-16 08:59:52,245 INFO    WriterThread:221640 [datastore.py:open_for_write():85] open: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240916_085952-4cywd8q4/run-4cywd8q4.wandb
2024-09-16 08:59:52,246 DEBUG   SenderThread:221640 [sender.py:send():334] send: header
2024-09-16 08:59:52,249 DEBUG   SenderThread:221640 [sender.py:send():334] send: run
2024-09-16 08:59:52,511 INFO    SenderThread:221640 [dir_watcher.py:__init__():216] watching files in: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240916_085952-4cywd8q4/files
2024-09-16 08:59:52,511 INFO    SenderThread:221640 [sender.py:_start_run_threads():1065] run started: 4cywd8q4 with start time 1726491592.243495
2024-09-16 08:59:52,511 DEBUG   SenderThread:221640 [sender.py:send_request():361] send_request: summary_record
2024-09-16 08:59:52,511 INFO    SenderThread:221640 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-09-16 08:59:52,512 DEBUG   HandlerThread:221640 [handler.py:handle_request():144] handle_request: check_version
2024-09-16 08:59:52,512 DEBUG   SenderThread:221640 [sender.py:send_request():361] send_request: check_version
2024-09-16 08:59:52,626 DEBUG   HandlerThread:221640 [handler.py:handle_request():144] handle_request: run_start
2024-09-16 08:59:52,647 DEBUG   HandlerThread:221640 [system_info.py:__init__():31] System info init
2024-09-16 08:59:52,647 DEBUG   HandlerThread:221640 [system_info.py:__init__():46] System info init done
2024-09-16 08:59:52,647 INFO    HandlerThread:221640 [system_monitor.py:start():151] Starting system monitor
2024-09-16 08:59:52,647 INFO    SystemMonitor:221640 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-09-16 08:59:52,647 INFO    HandlerThread:221640 [system_monitor.py:probe():172] Collecting system info
2024-09-16 08:59:52,648 INFO    SystemMonitor:221640 [interfaces.py:start():168] Started cpu
2024-09-16 08:59:52,648 INFO    SystemMonitor:221640 [interfaces.py:start():168] Started disk
2024-09-16 08:59:52,648 INFO    SystemMonitor:221640 [interfaces.py:start():168] Started gpu
2024-09-16 08:59:52,649 INFO    SystemMonitor:221640 [interfaces.py:start():168] Started memory
2024-09-16 08:59:52,649 INFO    SystemMonitor:221640 [interfaces.py:start():168] Started network
2024-09-16 08:59:52,659 DEBUG   HandlerThread:221640 [system_info.py:probe():195] Probing system
2024-09-16 08:59:52,669 DEBUG   HandlerThread:221640 [system_info.py:_probe_git():180] Probing git
2024-09-16 08:59:52,673 DEBUG   HandlerThread:221640 [system_info.py:_probe_git():188] Probing git done
2024-09-16 08:59:52,674 DEBUG   HandlerThread:221640 [system_info.py:probe():241] Probing system done
