2024-09-15 19:45:52,734 INFO    StreamThr :8574 [internal.py:wandb_internal():87] W&B internal server running at pid: 8574, started at: 2024-09-15 19:45:52.733818
2024-09-15 19:45:52,735 DEBUG   HandlerThread:8574 [handler.py:handle_request():144] handle_request: status
2024-09-15 19:45:52,736 INFO    WriterThread:8574 [datastore.py:open_for_write():85] open: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240915_194552-83nvq7ab/run-83nvq7ab.wandb
2024-09-15 19:45:52,736 DEBUG   SenderThread:8574 [sender.py:send():334] send: header
2024-09-15 19:45:52,740 DEBUG   SenderThread:8574 [sender.py:send():334] send: run
2024-09-15 19:45:57,712 INFO    SenderThread:8574 [dir_watcher.py:__init__():216] watching files in: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240915_194552-83nvq7ab/files
2024-09-15 19:45:57,712 INFO    SenderThread:8574 [sender.py:_start_run_threads():1065] run started: 83nvq7ab with start time 1726443952.733318
2024-09-15 19:45:57,712 DEBUG   SenderThread:8574 [sender.py:send_request():361] send_request: summary_record
2024-09-15 19:45:57,712 INFO    SenderThread:8574 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-09-15 19:45:57,712 DEBUG   HandlerThread:8574 [handler.py:handle_request():144] handle_request: check_version
2024-09-15 19:45:57,713 DEBUG   SenderThread:8574 [sender.py:send_request():361] send_request: check_version
2024-09-15 19:45:57,847 DEBUG   HandlerThread:8574 [handler.py:handle_request():144] handle_request: status_report
2024-09-15 19:45:57,851 DEBUG   HandlerThread:8574 [handler.py:handle_request():144] handle_request: run_start
2024-09-15 19:45:57,873 DEBUG   HandlerThread:8574 [system_info.py:__init__():31] System info init
2024-09-15 19:45:57,873 DEBUG   HandlerThread:8574 [system_info.py:__init__():46] System info init done
2024-09-15 19:45:57,873 INFO    HandlerThread:8574 [system_monitor.py:start():151] Starting system monitor
2024-09-15 19:45:57,873 INFO    SystemMonitor:8574 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-09-15 19:45:57,873 INFO    HandlerThread:8574 [system_monitor.py:probe():172] Collecting system info
2024-09-15 19:45:57,874 INFO    SystemMonitor:8574 [interfaces.py:start():168] Started cpu
2024-09-15 19:45:57,874 INFO    SystemMonitor:8574 [interfaces.py:start():168] Started disk
2024-09-15 19:45:57,875 INFO    SystemMonitor:8574 [interfaces.py:start():168] Started gpu
2024-09-15 19:45:57,876 INFO    SystemMonitor:8574 [interfaces.py:start():168] Started memory
2024-09-15 19:45:57,876 INFO    SystemMonitor:8574 [interfaces.py:start():168] Started network
2024-09-15 19:45:57,886 DEBUG   HandlerThread:8574 [system_info.py:probe():195] Probing system
2024-09-15 19:45:57,896 DEBUG   HandlerThread:8574 [system_info.py:_probe_git():180] Probing git
2024-09-15 19:45:57,900 DEBUG   HandlerThread:8574 [system_info.py:_probe_git():188] Probing git done
