2024-09-16 09:00:28,763 INFO    StreamThr :222131 [internal.py:wandb_internal():87] W&B internal server running at pid: 222131, started at: 2024-09-16 09:00:28.763375
2024-09-16 09:00:28,764 DEBUG   HandlerThread:222131 [handler.py:handle_request():144] handle_request: status
2024-09-16 09:00:28,765 INFO    WriterThread:222131 [datastore.py:open_for_write():85] open: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240916_090028-lcc7jrbf/run-lcc7jrbf.wandb
2024-09-16 09:00:28,766 DEBUG   SenderThread:222131 [sender.py:send():334] send: header
2024-09-16 09:00:28,769 DEBUG   SenderThread:222131 [sender.py:send():334] send: run
2024-09-16 09:00:29,247 INFO    SenderThread:222131 [dir_watcher.py:__init__():216] watching files in: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240916_090028-lcc7jrbf/files
2024-09-16 09:00:29,247 INFO    SenderThread:222131 [sender.py:_start_run_threads():1065] run started: lcc7jrbf with start time 1726491628.763195
2024-09-16 09:00:29,247 DEBUG   SenderThread:222131 [sender.py:send_request():361] send_request: summary_record
2024-09-16 09:00:29,247 INFO    SenderThread:222131 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-09-16 09:00:29,248 DEBUG   HandlerThread:222131 [handler.py:handle_request():144] handle_request: check_version
2024-09-16 09:00:29,248 DEBUG   SenderThread:222131 [sender.py:send_request():361] send_request: check_version
2024-09-16 09:00:29,368 DEBUG   HandlerThread:222131 [handler.py:handle_request():144] handle_request: run_start
2024-09-16 09:00:29,389 DEBUG   HandlerThread:222131 [system_info.py:__init__():31] System info init
2024-09-16 09:00:29,389 DEBUG   HandlerThread:222131 [system_info.py:__init__():46] System info init done
2024-09-16 09:00:29,389 INFO    HandlerThread:222131 [system_monitor.py:start():151] Starting system monitor
2024-09-16 09:00:29,389 INFO    SystemMonitor:222131 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-09-16 09:00:29,389 INFO    HandlerThread:222131 [system_monitor.py:probe():172] Collecting system info
2024-09-16 09:00:29,389 INFO    SystemMonitor:222131 [interfaces.py:start():168] Started cpu
2024-09-16 09:00:29,389 INFO    SystemMonitor:222131 [interfaces.py:start():168] Started disk
2024-09-16 09:00:29,390 INFO    SystemMonitor:222131 [interfaces.py:start():168] Started gpu
2024-09-16 09:00:29,390 INFO    SystemMonitor:222131 [interfaces.py:start():168] Started memory
2024-09-16 09:00:29,390 INFO    SystemMonitor:222131 [interfaces.py:start():168] Started network
2024-09-16 09:00:29,400 DEBUG   HandlerThread:222131 [system_info.py:probe():195] Probing system
2024-09-16 09:00:29,409 DEBUG   HandlerThread:222131 [system_info.py:_probe_git():180] Probing git
2024-09-16 09:00:29,414 DEBUG   HandlerThread:222131 [system_info.py:_probe_git():188] Probing git done
2024-09-16 09:00:29,414 DEBUG   HandlerThread:222131 [system_info.py:probe():241] Probing system done
2024-09-16 09:00:29,414 DEBUG   HandlerThread:222131 [system_monitor.py:probe():181] {'os': 'Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-09-16T13:00:29.400259', 'startedAt': '2024-09-16T13:00:28.755597', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/home/kim/Project-Build-an-ML-Pipeline-Starter/outputs/2024-09-16/08-59-39/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/kcline07/ML-Pipeline-for-Short-term-Rental-Prices-in-NYC.git', 'commit': 'a862a5e7b7ef4725a840b795b5b605c0b68d5fed'}, 'email': None, 'root': '/home/kim/Project-Build-an-ML-Pipeline-Starter', 'host': 'GreenMonster-v2', 'username': 'kim', 'executable': '/home/kim/miniconda3/envs/mlflow-415148884b07b58135c41623014a782dd84820b8/bin/python', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3417.5979999999986, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 27.907516479492188}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 31.235851287841797}}
2024-09-16 09:00:29,414 INFO    HandlerThread:222131 [system_monitor.py:probe():182] Finished collecting system info
2024-09-16 09:00:29,414 INFO    HandlerThread:222131 [system_monitor.py:probe():185] Publishing system info
2024-09-16 09:00:29,414 DEBUG   HandlerThread:222131 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-09-16 09:00:29,414 DEBUG   HandlerThread:222131 [system_info.py:_save_pip():67] Saving pip packages done
