2024-09-15 22:00:29,181 INFO    StreamThr :55280 [internal.py:wandb_internal():87] W&B internal server running at pid: 55280, started at: 2024-09-15 22:00:29.181266
2024-09-15 22:00:29,183 DEBUG   HandlerThread:55280 [handler.py:handle_request():144] handle_request: status
2024-09-15 22:00:29,183 INFO    WriterThread:55280 [datastore.py:open_for_write():85] open: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240915_220029-zw1f6eys/run-zw1f6eys.wandb
2024-09-15 22:00:29,183 DEBUG   SenderThread:55280 [sender.py:send():334] send: header
2024-09-15 22:00:29,188 DEBUG   SenderThread:55280 [sender.py:send():334] send: run
2024-09-15 22:00:29,527 INFO    SenderThread:55280 [dir_watcher.py:__init__():216] watching files in: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240915_220029-zw1f6eys/files
2024-09-15 22:00:29,527 INFO    SenderThread:55280 [sender.py:_start_run_threads():1065] run started: zw1f6eys with start time 1726452029.180865
2024-09-15 22:00:29,527 DEBUG   SenderThread:55280 [sender.py:send_request():361] send_request: summary_record
2024-09-15 22:00:29,527 INFO    SenderThread:55280 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-09-15 22:00:29,528 DEBUG   HandlerThread:55280 [handler.py:handle_request():144] handle_request: check_version
2024-09-15 22:00:29,528 DEBUG   SenderThread:55280 [sender.py:send_request():361] send_request: check_version
2024-09-15 22:00:29,637 DEBUG   HandlerThread:55280 [handler.py:handle_request():144] handle_request: run_start
2024-09-15 22:00:29,658 DEBUG   HandlerThread:55280 [system_info.py:__init__():31] System info init
2024-09-15 22:00:29,658 DEBUG   HandlerThread:55280 [system_info.py:__init__():46] System info init done
2024-09-15 22:00:29,658 INFO    HandlerThread:55280 [system_monitor.py:start():151] Starting system monitor
2024-09-15 22:00:29,658 INFO    SystemMonitor:55280 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-09-15 22:00:29,658 INFO    HandlerThread:55280 [system_monitor.py:probe():172] Collecting system info
2024-09-15 22:00:29,659 INFO    SystemMonitor:55280 [interfaces.py:start():168] Started cpu
2024-09-15 22:00:29,660 INFO    SystemMonitor:55280 [interfaces.py:start():168] Started disk
2024-09-15 22:00:29,660 INFO    SystemMonitor:55280 [interfaces.py:start():168] Started gpu
2024-09-15 22:00:29,661 INFO    SystemMonitor:55280 [interfaces.py:start():168] Started memory
2024-09-15 22:00:29,661 INFO    SystemMonitor:55280 [interfaces.py:start():168] Started network
2024-09-15 22:00:29,670 DEBUG   HandlerThread:55280 [system_info.py:probe():195] Probing system
2024-09-15 22:00:29,678 DEBUG   HandlerThread:55280 [system_info.py:_probe_git():180] Probing git
2024-09-15 22:00:29,683 DEBUG   HandlerThread:55280 [system_info.py:_probe_git():188] Probing git done
2024-09-15 22:00:29,683 DEBUG   HandlerThread:55280 [system_info.py:probe():241] Probing system done
2024-09-15 22:00:29,683 DEBUG   HandlerThread:55280 [system_monitor.py:probe():181] {'os': 'Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-09-16T02:00:29.670278', 'startedAt': '2024-09-16T02:00:29.174022', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/home/kim/Project-Build-an-ML-Pipeline-Starter/multirun/2024-09-15/22-00-11/1/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/kcline07/Project-Build-an-ML-Pipeline-Starter.git', 'commit': 'd5a516407541ece4adda50488c36f73629b65cf1'}, 'email': None, 'root': '/home/kim/Project-Build-an-ML-Pipeline-Starter', 'host': 'GreenMonster-v2', 'username': 'kim', 'executable': '/home/kim/miniconda3/envs/mlflow-97debf430461df2fe13a68aba33219a0404e72c8/bin/python', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3417.5979999999986, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 31.478755950927734}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 31.235851287841797}}
2024-09-15 22:00:29,683 INFO    HandlerThread:55280 [system_monitor.py:probe():182] Finished collecting system info
2024-09-15 22:00:29,683 INFO    HandlerThread:55280 [system_monitor.py:probe():185] Publishing system info
2024-09-15 22:00:29,683 DEBUG   HandlerThread:55280 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-09-15 22:00:29,683 DEBUG   HandlerThread:55280 [system_info.py:_save_pip():67] Saving pip packages done
2024-09-15 22:00:29,683 DEBUG   HandlerThread:55280 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-09-15 22:00:30,186 DEBUG   HandlerThread:55280 [system_info.py:_save_conda():86] Saving conda packages done
2024-09-15 22:00:30,186 INFO    HandlerThread:55280 [system_monitor.py:probe():187] Finished publishing system info
2024-09-15 22:00:30,188 DEBUG   SenderThread:55280 [sender.py:send():334] send: files
