2024-09-15 19:46:09,423 INFO    StreamThr :8934 [internal.py:wandb_internal():87] W&B internal server running at pid: 8934, started at: 2024-09-15 19:46:09.422709
2024-09-15 19:46:09,424 DEBUG   HandlerThread:8934 [handler.py:handle_request():144] handle_request: status
2024-09-15 19:46:09,425 INFO    WriterThread:8934 [datastore.py:open_for_write():85] open: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240915_194609-l6xlkytv/run-l6xlkytv.wandb
2024-09-15 19:46:09,425 DEBUG   SenderThread:8934 [sender.py:send():334] send: header
2024-09-15 19:46:09,429 DEBUG   SenderThread:8934 [sender.py:send():334] send: run
2024-09-15 19:46:09,767 INFO    SenderThread:8934 [dir_watcher.py:__init__():216] watching files in: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240915_194609-l6xlkytv/files
2024-09-15 19:46:09,767 INFO    SenderThread:8934 [sender.py:_start_run_threads():1065] run started: l6xlkytv with start time 1726443969.422141
2024-09-15 19:46:09,767 DEBUG   SenderThread:8934 [sender.py:send_request():361] send_request: summary_record
2024-09-15 19:46:09,767 INFO    SenderThread:8934 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-09-15 19:46:09,768 DEBUG   HandlerThread:8934 [handler.py:handle_request():144] handle_request: check_version
2024-09-15 19:46:09,768 DEBUG   SenderThread:8934 [sender.py:send_request():361] send_request: check_version
2024-09-15 19:46:09,900 DEBUG   HandlerThread:8934 [handler.py:handle_request():144] handle_request: run_start
2024-09-15 19:46:09,921 DEBUG   HandlerThread:8934 [system_info.py:__init__():31] System info init
2024-09-15 19:46:09,921 DEBUG   HandlerThread:8934 [system_info.py:__init__():46] System info init done
2024-09-15 19:46:09,921 INFO    HandlerThread:8934 [system_monitor.py:start():151] Starting system monitor
2024-09-15 19:46:09,922 INFO    SystemMonitor:8934 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-09-15 19:46:09,922 INFO    HandlerThread:8934 [system_monitor.py:probe():172] Collecting system info
2024-09-15 19:46:09,922 INFO    SystemMonitor:8934 [interfaces.py:start():168] Started cpu
2024-09-15 19:46:09,923 INFO    SystemMonitor:8934 [interfaces.py:start():168] Started disk
2024-09-15 19:46:09,923 INFO    SystemMonitor:8934 [interfaces.py:start():168] Started gpu
2024-09-15 19:46:09,923 INFO    SystemMonitor:8934 [interfaces.py:start():168] Started memory
2024-09-15 19:46:09,924 INFO    SystemMonitor:8934 [interfaces.py:start():168] Started network
2024-09-15 19:46:09,934 DEBUG   HandlerThread:8934 [system_info.py:probe():195] Probing system
2024-09-15 19:46:09,944 DEBUG   HandlerThread:8934 [system_info.py:_probe_git():180] Probing git
2024-09-15 19:46:09,948 DEBUG   HandlerThread:8934 [system_info.py:_probe_git():188] Probing git done
2024-09-15 19:46:09,948 DEBUG   HandlerThread:8934 [system_info.py:probe():241] Probing system done
2024-09-15 19:46:09,948 DEBUG   HandlerThread:8934 [system_monitor.py:probe():181] {'os': 'Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-09-15T23:46:09.934270', 'startedAt': '2024-09-15T23:46:09.417804', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/home/kim/Project-Build-an-ML-Pipeline-Starter/multirun/2024-09-15/19-45-21/3/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/kcline07/Project-Build-an-ML-Pipeline-Starter.git', 'commit': 'd5a516407541ece4adda50488c36f73629b65cf1'}, 'email': None, 'root': '/home/kim/Project-Build-an-ML-Pipeline-Starter', 'host': 'GreenMonster-v2', 'username': 'kim', 'executable': '/home/kim/miniconda3/envs/mlflow-273fded1f218ced03c2d208df5257887b29acea7/bin/python', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3417.5979999999986, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}, {'current': 3417.598, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 24.44155502319336}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 31.235851287841797}}
2024-09-15 19:46:09,948 INFO    HandlerThread:8934 [system_monitor.py:probe():182] Finished collecting system info
2024-09-15 19:46:09,948 INFO    HandlerThread:8934 [system_monitor.py:probe():185] Publishing system info
