2024-09-15 14:36:56,415 INFO    StreamThr :75239 [internal.py:wandb_internal():86] W&B internal server running at pid: 75239, started at: 2024-09-15 14:36:56.415421
2024-09-15 14:36:56,418 DEBUG   HandlerThread:75239 [handler.py:handle_request():146] handle_request: status
2024-09-15 14:36:56,418 INFO    WriterThread:75239 [datastore.py:open_for_write():85] open: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240915_143656-8h6o95ic/run-8h6o95ic.wandb
2024-09-15 14:36:56,418 DEBUG   SenderThread:75239 [sender.py:send():380] send: header
2024-09-15 14:36:56,419 DEBUG   SenderThread:75239 [sender.py:send():380] send: run
2024-09-15 14:36:56,650 INFO    SenderThread:75239 [dir_watcher.py:__init__():211] watching files in: /home/kim/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240915_143656-8h6o95ic/files
2024-09-15 14:36:56,650 INFO    SenderThread:75239 [sender.py:_start_run_threads():1124] run started: 8h6o95ic with start time 1726425416.415541
2024-09-15 14:36:56,653 DEBUG   HandlerThread:75239 [handler.py:handle_request():146] handle_request: check_version
2024-09-15 14:36:56,653 DEBUG   SenderThread:75239 [sender.py:send_request():407] send_request: check_version
2024-09-15 14:36:56,785 DEBUG   HandlerThread:75239 [handler.py:handle_request():146] handle_request: run_start
2024-09-15 14:36:56,810 DEBUG   HandlerThread:75239 [system_info.py:__init__():32] System info init
2024-09-15 14:36:56,810 DEBUG   HandlerThread:75239 [system_info.py:__init__():47] System info init done
2024-09-15 14:36:56,810 INFO    HandlerThread:75239 [system_monitor.py:start():194] Starting system monitor
2024-09-15 14:36:56,810 INFO    SystemMonitor:75239 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-15 14:36:56,810 INFO    HandlerThread:75239 [system_monitor.py:probe():214] Collecting system info
2024-09-15 14:36:56,812 INFO    SystemMonitor:75239 [interfaces.py:start():190] Started cpu monitoring
2024-09-15 14:36:56,812 INFO    SystemMonitor:75239 [interfaces.py:start():190] Started disk monitoring
2024-09-15 14:36:56,813 INFO    SystemMonitor:75239 [interfaces.py:start():190] Started gpu monitoring
2024-09-15 14:36:56,813 INFO    SystemMonitor:75239 [interfaces.py:start():190] Started memory monitoring
2024-09-15 14:36:56,814 INFO    SystemMonitor:75239 [interfaces.py:start():190] Started network monitoring
2024-09-15 14:36:56,824 DEBUG   HandlerThread:75239 [system_info.py:probe():196] Probing system
2024-09-15 14:36:56,833 DEBUG   HandlerThread:75239 [system_info.py:_probe_git():181] Probing git
2024-09-15 14:36:56,835 DEBUG   HandlerThread:75239 [system_info.py:_probe_git():189] Probing git done
2024-09-15 14:36:56,835 DEBUG   HandlerThread:75239 [system_info.py:probe():244] Probing system done
